outcome,model,term,coef,std_err,t,p_value,nobs,r2,adj_r2
StockReturn_annual_compound_w,C3_traditional_x_covid_exposure_2020_2022,z_ai,0.06484491066458711,0.06068347539565569,1.068576086682559,0.28526072867892494,836,0.6568062248832318,0.4582858181049122
StockReturn_annual_compound_w,C3_traditional_x_covid_exposure_2020_2022,z_annual_mean_covid_overall_exposure_main_hcr,-0.06279369514910996,0.05135154434080942,-1.2228199941244489,0.22139769194394154,836,0.6568062248832318,0.4582858181049122
StockReturn_annual_compound_w,C3_traditional_x_covid_exposure_2020_2022,z_traditional:z_annual_mean_covid_overall_exposure_main_hcr,-0.09319892511171257,0.057819026303899575,-1.611907551363016,0.10698205872044461,836,0.6568062248832318,0.4582858181049122
StockReturn_annual_compound_w,C3_traditional_x_covid_exposure_2020_2022,z_log_assets,-1.6899155579924297,0.6368715939015778,-2.653463546143949,0.007967037570483258,836,0.6568062248832318,0.4582858181049122
StockReturn_annual_compound_w,C4_both_interactions_2020_2022,z_traditional,-0.07205529819963818,0.10209150975254631,-0.7057912883675522,0.4803179404450636,836,0.658679630866319,0.46022252229806127
StockReturn_annual_compound_w,C4_both_interactions_2020_2022,z_ai,0.06376429994249383,0.06174022910628197,1.0327836625407973,0.30170515095381745,836,0.658679630866319,0.46022252229806127
StockReturn_annual_compound_w,C4_both_interactions_2020_2022,z_annual_mean_covid_overall_exposure_main_hcr,-0.053721007341031975,0.05014875021069245,-1.0712332234668107,0.28406457654393047,836,0.658679630866319,0.46022252229806127
StockReturn_annual_compound_w,C4_both_interactions_2020_2022,z_ai:z_annual_mean_covid_overall_exposure_main_hcr,-0.07279662706928272,0.05704891081036486,-1.276038859203895,0.201941782810806,836,0.658679630866319,0.46022252229806127
StockReturn_annual_compound_w,C4_both_interactions_2020_2022,z_traditional:z_annual_mean_covid_overall_exposure_main_hcr,-0.07664287890684342,0.05711516332820565,-1.3419007219925823,0.17962818763720156,836,0.658679630866319,0.46022252229806127
StockReturn_annual_compound_w,C4_both_interactions_2020_2022,z_log_assets,-1.6768897667159628,0.626759366265839,-2.6754921537219003,0.007461961985006524,836,0.658679630866319,0.46022252229806127
