YEAR_key,n,n_stock_return,mean_stock_return,median_stock_return,mean_ai,mean_traditional
2018,301,300,-0.14046190027141436,-0.15425622500322525,40.628403815172334,49.94119681771014
2019,313,309,0.19569805935976706,0.1872623574144485,41.26076317960224,50.015548971524495
2020,302,301,-0.1448732243998095,-0.1597750578895136,48.39799200380156,50.20797588313584
2021,309,306,0.3686152068589719,0.336935705038341,42.507747004717785,50.28373962716566
2022,285,285,-0.0737713733716693,-0.0740210124164278,45.63398752568478,49.99175905866361
2023,281,280,-0.03238169145031124,-0.05434331809834335,45.892857142857146,49.87617726383635
2024,274,273,0.12905927140642992,0.1204819277108437,47.098189219539584,49.81566250154645
