raw_rows,rows_2018_2024,annual_firm_year_rows,n_unique_gvkey,n_nonmissing_annual_compound_price_return_6020,n_nonmissing_annual_compound_price_return_6020_w,mean_annual_compound_price_return_6020_w,median_annual_compound_price_return_6020_w
21284,9711,2486,418,2474,2474,0.044143899915126406,0.008931134002975294
